"v:0","v:1","v:2","Points:0","Points:1","Points:2"
-0.073025,0.016945,-3.9772e-05,0.04641,0.021265,0.0026867
-0.073192,0.016101,-5.1907e-05,0.046793,0.021182,0.0016694
-0.074732,0.014987,1.3671e-05,0.047281,0.020521,0.0024671
-0.072664,0.013681,4.3917e-05,0.047869,0.021434,0.0023819
-0.072781,0.011799,4.256e-05,0.048727,0.021384,0.0031674
-0.074422,0.011987,4.6059e-05,0.048637,0.020662,0.0023465
-0.074013,0.0098384,3.7879e-05,0.049604,0.020842,0.0028158
-0.072305,0.0099675,5.5479e-05,0.049553,0.021607,0.0020412
-0.073855,0.008054,2.2489e-05,0.050405,0.020929,0.002073
-0.072375,0.0077393,4.1799e-05,0.050542,0.021588,0.0029293
-0.072011,0.0064258,1.5919e-05,0.051146,0.021751,0.0019428
-0.074199,0.0054594,3.6047e-05,0.051564,0.020772,0.0021776
-0.072601,0.0054552,2.7286e-05,0.051571,0.021489,0.0032738
-0.075004,0.0054911,3.1532e-06,0.05155,0.020402,0.0032011
-0.073224,0.0035629,-3.4389e-06,0.052435,0.0212,0.0026759
-0.068462,0.042092,5.4895e-06,0.03513,0.023285,0.0030815
-0.0687,0.03999,-2.4106e-06,0.036059,0.023222,0.0024409
-0.070027,0.037862,-3.5895e-05,0.037091,0.022645,0.0017827
-0.068237,0.03675,-5.5634e-05,0.037564,0.023397,0.0025136
-0.070529,0.036124,-4.0927e-05,0.037864,0.022383,0.002776
-0.071166,0.032949,6.4786e-05,0.039282,0.022097,0.0026232
-0.069073,0.034238,3.748e-05,0.038709,0.023017,0.0025086
-0.067796,0.033119,2.0343e-05,0.039244,0.02361,0.0017684
-0.070626,0.030555,-1.0122e-05,0.040367,0.022328,0.0023654
-0.068425,0.031203,2.0386e-05,0.040072,0.023304,0.0027485
-0.070277,0.028898,1.2394e-05,0.041086,0.022504,0.003164
-0.06859,0.028632,4.107e-05,0.041217,0.023268,0.0023993
-0.070851,0.026742,-7.6534e-06,0.042054,0.022238,0.0027397
-0.068646,0.026176,-2.7027e-07,0.042306,0.023236,0.0023836
-0.068357,0.024299,7.7047e-05,0.043136,0.023351,0.0030951
-0.070373,0.023226,2.7562e-05,0.043616,0.022454,0.0027041
-0.0684,0.021827,8.5398e-05,0.044238,0.023348,0.0026566
-0.070694,0.020719,6.245e-05,0.044721,0.022296,0.0020946
-0.067883,0.020288,4.1736e-05,0.044916,0.023576,0.0017113
-0.068989,0.019479,3.6085e-05,0.045291,0.023074,0.0026028
-0.070848,0.017982,-4.6224e-05,0.045959,0.022228,0.0024507
-0.071054,0.015508,-6.2876e-05,0.047048,0.022135,0.0025349
-0.068791,0.01656,-0.00040773,0.046587,0.023118,0.0024518
-0.069996,0.013453,-1.7403e-05,0.047959,0.02261,0.0021728
-0.070715,0.013136,-2.9372e-05,0.04813,0.022295,0.0032069
-0.070494,0.011269,4.9387e-05,0.048969,0.022393,0.0025185
-0.070532,0.0061037,1.8053e-05,0.051279,0.022422,0.0027911
-0.071096,0.0041204,-4.639e-05,0.052181,0.022164,0.0022358
-0.064847,0.046054,1.7558e-05,0.033363,0.024894,0.0027237
-0.065155,0.044311,-5.6034e-05,0.034123,0.024772,0.001868
-0.06653,0.044333,-3.2978e-06,0.034143,0.024133,0.002751
-0.064443,0.043359,7.2953e-05,0.034564,0.025064,0.0031292
-0.066914,0.042198,5.512e-06,0.035082,0.023959,0.0022267
-0.064508,0.041454,2.7257e-05,0.035374,0.025016,0.0024017
-0.066344,0.040807,4.2787e-05,0.035693,0.024232,0.0030868
-0.066235,0.039933,4.6346e-05,0.036114,0.024277,0.0020831
-0.067523,0.038111,-1.9164e-05,0.036959,0.023727,0.0016699
